"","signature","repository","script","text-height","text-width","text-src","illustrations","date_min","date_max","leaf-height","leaf-width","leaf-src","number-lines","material","physical-type","country","region","columns"
"1043","Heidelberg, Universitätsbibliothek, Cpg 147","Heidelberg, Universitätsbibliothek",NA,NA,NA,NA,0,1460,1480,"522","369","current",NA,"parchment","codex",NA,NA,NA
"1044","Paris, Bibliothèque Nationale de France, fr. 1450","Paris, Bibliothèque Nationale de France","textualis",235,155,"original",0,1225,1250,"300","225","current",59,"parchment","codex","France","North-East France",3
"1045","Frankfurt am Main, Stadt- und Universitätsbibliothek, Ms. germ. oct. 5","Frankfurt am Main, Stadt- und Universitätsbibliothek",NA,220,150,"original",0,1290,1310,"280","210","original",NA,NA,"fragment",NA,NA,2
"1046","New York, Pierpont Morgan Library, 38","New York, Pierpont Morgan Library","cursive",NA,NA,NA,0,1479,1479,"270","200","current",33,"paper","codex","Southern Netherlands","Bruges",1
"1047","Stockholm, Kungliga Biblioteket, Pap. 4o 15","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1650,1700,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1048","London, British Library, Harley 2252","London, British Library","cursive",NA,NA,NA,0,1517,1517,"280","190","current",33,"paper","codex","England","London",1
"1049","Prague, Nationalni Knihovna, 392/zl","Prague, Nationalni Knihovna","textualis",180,60,"original",0,1290,1310,"240","110","original",35,"parchment","fragment",NA,NA,1
"1050","Reykjavik, Landsbókasafn Íslands, JS 641, 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1600,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1051","Darmstadt, Hessische Landes- und Hochschulbibliothek, 3160","Darmstadt, Hessische Landes- und Hochschulbibliothek","textualis",205,150,"original",0,1290,1310,"213","197","original",35,NA,"fragment",NA,NA,2
"1052","Paris, Bibliothèque Nationale de France, fr. 623","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1494,1495,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1053","Karlsruhe, Landesbibliothek, 97 (Ex-Donaueschingen)","Karlsruhe, Landesbibliothek","textualis",330,190,"original",0,1331,1336,"390","265","current",NA,"parchment","codex","Germany","Strassburg, Alsace",2
"1054","Vienna, Österreichische Nationalbibliothek, ser. nova 2663 (Ambraser Heldenbuch)","Vienna, Österreichische Nationalbibliothek","cursive",NA,NA,NA,1,1504,1517,"460","360","current",69,"parchment","codex","Germany","Tirol",3
"1055","Turin, Biblioteca Nazionale, 1654 (L.III.12)","Turin, Biblioteca Nazionale",NA,NA,NA,NA,20,1290,1310,NA,NA,NA,NA,"parchment","codex","Southern Netherlands","Flanders",NA
"1056","Oxford, Bodleian Library, French d.16","Oxford, Bodleian Library","textualis",NA,NA,NA,1,1190,1210,NA,NA,NA,32,"parchment","fragment",NA,NA,2
"1057","Dresden, Sächsische Landesbibliothek, M 175","Dresden, Sächsische Landesbibliothek","cursive",175,120,"original",0,1410,1415,"200","135","current",26,"paper","codex","Germany","Sachsen",1
"1058","Schwerin, , - [lost]","Schwerin,",NA,NA,NA,NA,0,1390,1410,NA,NA,NA,NA,NA,"fragment",NA,NA,2
"1059","Brussels, Koninklijke Bibliotheek, IV 1059","Brussels, Koninklijke Bibliotheek","textualis",218,0,"original",0,1315,1335,"217","161","current",43,"parchment","fragment","Southern Netherlands","Flanders",2
"1060","Munich, Staatsbibliothek, cgm. 194 / VI","Munich, Staatsbibliothek","textualis",228,175,"original",0,1300,1325,"308","230","current",42,"parchment","fragment",NA,NA,2
"1061","Berlin, Staatsbibliothek, germ. fol. 747","Berlin, Staatsbibliothek",NA,245,155,"original",0,1250,1300,"300","210","current",43,"parchment","fragment",NA,NA,2
"1062","Namen, Archives de l'État, 61","Namen, Archives de l'État",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1063","Paris, Bibliothèque Nationale de France, fr. 117 - 120 [fr. 118]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1434,1434,NA,NA,NA,65,"parchment","codex","France","Paris",2
"1064","Graz, Landesarchiv, Germ. 5","Graz, Landesarchiv",NA,225,162,"original",0,1340,1360,"300","220","current",43,"paper","fragment",NA,NA,2
"1065","Aberystwyth, National Library of Wales, Peniarth 111","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,1610,1610,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1066","London, British Library, Royal 19 E II","London, British Library","hybrida",305,227,"original",11,1475,1500,"472","348","current",37,"parchment","codex","Southern Netherlands","Bruges",2
"1067","Reykjavik, Árni Magnússon-institutet, AM 588 h, 4o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1675,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1068","Paris, Bibliothèque Nationale de France, fr. 22548-50 (3 vols.)","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1069","Cambridge, Fitzwilliam Museum, 302","Cambridge, Fitzwilliam Museum","cursive",NA,NA,NA,0,1275,1300,"170","115","current",33,"parchment","codex",NA,NA,1
"1070","Lyon, Bibliothèque Municipale, PA 77","Lyon, Bibliothèque Municipale",NA,NA,NA,NA,0,1275,1300,"333","238","current",40,"parchment","codex",NA,NA,2
"1071","Kopenhagen, Kongelige Bibliotek, Ny kgl. saml. 1144","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1072","Venice, Biblioteca Marciana, fr. Z. XXIII (234)","Venice, Biblioteca Marciana","textualis",NA,NA,NA,22,1280,1290,"350","230","current",33,"parchment","fragment","Italy","Naples",2
"1073","Washington, Library of Congress, 'Reeves fragment' (Foulke papers)","Washington, Library of Congress","cursive",NA,NA,NA,0,1475,1500,"164","119","current",34,"parchment","fragment",NA,NA,1
"1074","Kopenhagen, Kongelige Bibliotek, Thott 774","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1640,1660,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","Paris, Bibliothèque Nationale de France, fr. 110","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,99,1290,1300,"474","281","current",56,"parchment","codex","Southern Netherlands","Thérouanne",3
"1076","Paris, Bibliothèque Nationale de France, fr. 1427","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1504,1504,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1077","Reykjavik, Landsbókasafn Íslands, ÍBR 47, 4o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1800,1900,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1078","Leiden, Universiteitsbibliotheek, BPL 3085","Leiden, Universiteitsbibliotheek","textualis",247,170,"original",0,1275,1300,"340","232","current",57,"parchment","fragment","Southern Netherlands","Mechelen, Flanders",3
"1079","Amsterdam, Bibliotheca Philosophica Hermetica, BPH 1 (3 vols) [vol. 2]","Amsterdam, Bibliotheca Philosophica Hermetica","textualis",NA,NA,NA,108,1300,1325,NA,NA,NA,NA,"parchment","codex",NA,NA,2
"1080","Munich, Staatsbibliothek, cgm. 5249 / 3d","Munich, Staatsbibliothek","textualis",145,90,"original",0,1275,1300,"190","140","original",32,"parchment","fragment",NA,NA,2
"1081","Bologna, Archivio di Stato, Brunetti G 1616-17 [Brunetti G 1617]","Bologna, Archivio di Stato",NA,NA,NA,NA,0,1300,1325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","Paris, Bibliothèque Nationale de France, fr. 12560","Paris, Bibliothèque Nationale de France","textualis",230,140,"original",0,1240,1260,"280","185","current",41,"parchment","codex","France","Champagne",2
"1083","Kopenhagen, Kongelige Bibliotek, Ny kgl. saml. 1794a 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1750,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","Paris, Bibliothèque Nationale de France, fr. 96","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1450,1460,"453","348","current",62,"parchment","codex","France","Paris",2
"1085","Vienna, Österreichische Nationalbibliothek, series nova 3968","Vienna, Österreichische Nationalbibliothek","textualis",220,128,"original",0,1275,1300,"275","175","original",46,"parchment","fragment","Northern Netherlands","Borders Netherland and Germany",2
"1086","Berlin, Staatsbibliothek, germ. fol. 1062","Berlin, Staatsbibliothek","textualis",250,170,"original",0,1290,1310,"335","225","current",47,"parchment","codex",NA,NA,2
"1087","Leeuwarden, Tresoar, 150 HS ltr. F","Leeuwarden, Tresoar","textualis",275,162,"original",0,1300,1400,"325","227","current",35,"parchment","fragment",NA,NA,2
"1088","Reykjavik, Árni Magnússon-institutet, AM 588a","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1675,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","Paris, Bibliothèque Nationale de France, fr. 1429","Paris, Bibliothèque Nationale de France","textualis",150,130,"original",0,1275,1300,"268","210","current",30,"parchment","codex","France","Champagne",2
"1090","Bologna, Archivio di Stato, framm. Bonacosa Maria Antonio 1613, rot 5 piano, torre c, scaffale 28.","Bologna, Archivio di Stato",NA,NA,NA,NA,0,1350,1360,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1091","Mons, Bibliothèque Universitaire, 331 / 206 (4568)","Mons, Bibliothèque Universitaire","textualis",205,145,"original",41,1280,1290,"290","205","current",45,"parchment","codex","Southern Netherlands","tournai",2
"1092","Paris, Bibliothèque Nationale de France, fr. 2171","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1250,NA,NA,NA,NA,"parchment","codex",NA,NA,NA
"1093","Heidelberg, Universitätsbibliothek, Cpg 391","Heidelberg, Universitätsbibliothek","cursive",NA,NA,NA,0,1440,1460,"195","130","current",NA,"paper","codex","Germany","South-West Germany",1
"1094","Paris, Bibliothèque Nationale de France, fr. 113 - 116 [fr. 115]","Paris, Bibliothèque Nationale de France","cursive",NA,NA,NA,0,1460,1480,"503","362","current",50,"parchment","codex","France","Central France",2
"1095","Gotha, Forschungsbibliothek, A 688","Gotha, Forschungsbibliothek","cursive",NA,NA,NA,96,1517,1525,"320","210","current",NA,"paper","codex",NA,NA,1
"1096","Puigcerda, Archivio Deulofeu y Fatjó, framm.","Puigcerda, Archivio Deulofeu y Fatjó",NA,NA,NA,NA,2,1310,1320,NA,NA,NA,NA,"parchment","fragment","Italy","Naples",NA
"1097","London, British Library, Royal 20 D IV","London, British Library","textualis",245,150,"original",10,1332,1352,"338","245","current",40,"parchment","codex","Southern Netherlands","Tournai",2
"1098",", Private Collection,",", Private Collection",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","Manchester, John Rylands University Library, Ryl. fr. 1 (2 vols) [vol. 2]","Manchester, John Rylands University Library","textualis",NA,NA,NA,64,1300,1320,NA,NA,NA,44,"parchment","codex","Southern Netherlands","Flanders",2
"1100","Burgsteinfurt, Fürst zu Bentheimsche Schlossbibliothek, B 37","Burgsteinfurt, Fürst zu Bentheimsche Schlossbibliothek","cursive",205,150,"original",0,1422,1422,"289","205","current",39,"paper","codex","Germany","Westfalen",2
"1101","Paris, Bibliothèque Nationale de France, fr. 345 - 348 [345]","Paris, Bibliothèque Nationale de France","hybrida",NA,NA,NA,1,1425,1475,NA,NA,NA,NA,NA,"codex",NA,NA,2
"1102","Paris, Bibliothèque de l' Arsenal, 3483-94 [3488]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1103","Brussels, Koninklijke Bibliotheek, IV 837","Brussels, Koninklijke Bibliotheek","textualis",227,170,"original",0,1225,1250,"280","180","current",44,"parchment","fragment","France","North-East France",3
"1104","Munich, Staatsbibliothek, cgm. 194 / V","Munich, Staatsbibliothek",NA,200,165,"original",0,1290,1310,"230","235","original",41,"parchment","fragment",NA,NA,2
"1105","Bern, Bürgerbibliothek, 228","Bern, Bürgerbibliothek",NA,NA,NA,NA,0,1300,1400,"400","300","current",NA,NA,"fragment",NA,NA,2
"1106","Berlin, Staatsbibliothek, germ. fol. 734, 6","Berlin, Staatsbibliothek",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"1107","Linz, Landesarchiv, Sch 3, nr. II/4c","Linz, Landesarchiv",NA,153,110,"original",0,1290,1310,"198","140","current",33,"parchment","fragment",NA,NA,2
"1108","Schaffhausen, Stadtbibliothek, gen. 37","Schaffhausen, Stadtbibliothek",NA,NA,NA,NA,0,1532,1532,"310","210","current",NA,NA,"codex",NA,NA,NA
"1109","Modena, Biblioteca Estenze, E 40 (alfa F.3.15)","Modena, Biblioteca Estenze",NA,NA,NA,NA,0,1300,1400,"330","227","current",NA,"parchment","fragment","Italy","North-Italy",2
"1110","Carpentras, Bibliothèque Municipale, 381","Carpentras, Bibliothèque Municipale","cursive",NA,NA,NA,0,1390,1410,"310","270","current",NA,NA,"codex",NA,NA,NA
"1111","Paris, Bibliothèque Nationale de France, fr. 349","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1400,1500,"385","270","current",NA,"parchment","codex",NA,NA,2
"1112","Pistoia, Biblioteca Forteguerriana, Documenti antichi 1","Pistoia, Biblioteca Forteguerriana",NA,NA,NA,NA,0,1250,1300,NA,NA,NA,NA,"parchment","fragment","Italy","Pisa",NA
"1113","Reykjavik, Árni Magnússon-institutet, AM 588 k, 4o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1600,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1114","London, College of Arms, Arundel 14","London, College of Arms","textualis",205,150,"original",0,1350,1400,"265","185","current",40,"parchment","codex",NA,NA,2
"1115","Aberystwyth, National Library of Wales, Peniarth 14","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,1240,1260,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1116","Zwettl, Stiftsbibliothek, Z 8-17","Zwettl, Stiftsbibliothek","textualis",NA,NA,NA,0,1225,1250,"68","78","original",30,"parchment","fragment",NA,NA,1
"1117","Hannover, Niedersächsische Landesbibliothek, IV 581","Hannover, Niedersächsische Landesbibliothek",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1118","Paris, Bibliothèque Nationale de France, fr. 12603","Paris, Bibliothèque Nationale de France","textualis",255,180,"original",1,1290,1310,"310","230","current",44,"parchment","codex","France","Arras",2
"1119","Paris, Bibliothèque Nationale de France, nouv. acq. fr. 24398","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1120","Chantilly, Musée Condé, 645 - 647 (ex 315-317) [646 (ex 316)]","Chantilly, Musée Condé",NA,NA,NA,NA,0,1470,1490,"405","280","current",NA,NA,"codex","France","Ahun",NA
"1121","London, British Library, Add. 4859","London, British Library","hybrida",255,155,"original",0,1693,1697,"322","202","current",38,"paper","codex",NA,NA,1
"1122","Mengeringhausen, Stadtarchiv, [lost?]","Mengeringhausen, Stadtarchiv","textualis",290,195,"original",0,1325,1350,"390","270","original",52,"parchment","fragment","Southern Netherlands","West Flanders",2
"1123","Amorbach, Fürstl. Leiningensches Archiv, -","Amorbach, Fürstl. Leiningensches Archiv",NA,215,185,"original",0,1250,1300,"120","100","original",33,NA,"fragment",NA,NA,2
"1124","London, British Library, Royal 19 E III","London, British Library",NA,300,225,"original",7,1475,1500,"475","350","current",37,"parchment","codex","Southern Netherlands","Bruges",2
"1125","Reykjavik, Landsbókasafn Íslands, Lbs 228, 8o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1800,1900,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1126","Munich, Staatsbibliothek, cgm. 190 / II","Munich, Staatsbibliothek",NA,172,135,"original",0,1290,1310,"195","147","current",44,"parchment","fragment",NA,NA,2
"1127","Brussels, Koninklijke Bibliotheek, 9627-9628 (in one binding)","Brussels, Koninklijke Bibliotheek","textualis",NA,NA,NA,0,1240,1260,NA,NA,NA,NA,"parchment","codex","France","Paris",2
"1128","Paris, Bibliothèque de l' Arsenal, 3483-94 [3484]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1129","Rome, Biblioteca Corsiniana, 2593","Rome, Biblioteca Corsiniana",NA,NA,NA,NA,0,NA,NA,"286","202","current",NA,"paper","codex","Italy","North-Italy",2
"1130","Ljubljana, National- und Universitätsbibliothek, Ms. 1079, st. 76","Ljubljana, National- und Universitätsbibliothek","textualis",245,155,"original",0,1250,1300,"300","210","current",43,"parchment","fragment",NA,NA,2
"1131","Berlin, Staatsbibliothek, germ. fol. 640","Berlin, Staatsbibliothek","cursive",NA,NA,NA,0,1461,1461,"305","210","current",32,"paper","codex","Germany","Schwaben",2
"1132","Vienna, Österreichische Nationalbibliothek, 2698","Vienna, Österreichische Nationalbibliothek","textualis",212,140,"original",0,1300,1325,"252","170","current",40,"parchment","codex",NA,NA,2
"1133","Karlsruhe, Landesbibliothek, 87 (Ex-Donaueschingen)","Karlsruhe, Landesbibliothek",NA,NA,NA,NA,0,1480,1480,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1134","Paris, Bibliothèque Nationale de France, fr. 751","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1250,1300,"345","265","current",43,"parchment","codex",NA,NA,2
"1135","Reykjavik, Landsbókasafn Íslands, Lbs 2081, 8o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1800,2000,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1136","Ghent, Universiteitsbibliotheek, 1619","Ghent, Universiteitsbibliotheek","textualis",215,130,"original",0,1350,1400,"260","170","original",50,"parchment","fragment","Southern Netherlands","Flanders",2
"1137","Nürnberg, Germanisches Nationalmuseum, 6797","Nürnberg, Germanisches Nationalmuseum",NA,200,135,"original",0,1340,1360,"225","150","current",44,"parchment","fragment",NA,NA,2
"1138","Tübingen, Wilhelmsstift, Gb 676","Tübingen, Wilhelmsstift","cursive",188,128,"original",0,1300,1325,"235","155","current",NA,"parchment","fragment",NA,NA,2
"1139","Heidelberg, Universitätsbibliothek, Cpg 91","Heidelberg, Universitätsbibliothek",NA,NA,NA,NA,0,1525,1550,"298","203","current",NA,"paper","codex",NA,NA,NA
"1140","Paris, Bibliothèque Nationale de France, fr. 24394","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,71,1280,1290,"315","220","current",40,NA,"codex","Southern Netherlands","Thérouanne",2
"1141","Halle, Universitätsbibliothek, Qu. Cod. 101 Spiegel / Quedl. Fragm. 1","Halle, Universitätsbibliothek",NA,169,130,"original",0,1300,1325,"215","160","original",34,"parchment","fragment",NA,NA,2
"1142","Bologna, Archivio di Stato, Marsimigli-Spontoni-Corniani","Bologna, Archivio di Stato",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1143","Munich, Staatsbibliothek, cgm. 9342","Munich, Staatsbibliothek",NA,200,0,"original",0,1240,1260,"220","140","original",31,"parchment","fragment",NA,NA,2
"1144","Vatican, Biblioteca Apostolica Vaticana, Reg. Lat. 1517","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1275,1300,"257","203","current",38,"parchment","codex",NA,NA,2
"1145","Padua, Biblioteca del seminario,","Padua, Biblioteca del seminario",NA,NA,NA,NA,0,1300,1350,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1146","Escorial, Real Biblioteca del Monasterio, 1 P II 22","Escorial, Real Biblioteca del Monasterio",NA,NA,NA,NA,0,1300,1400,"289","215","current",41,"parchment","codex",NA,NA,2
"1147","Paris, Bibliothèque Nationale de France, fr. 794","Paris, Bibliothèque Nationale de France","textualis",265,193,"original",1,1214,1235,"320","238","current",35,"parchment","codex","France","Champagne",3
"1148","Kopenhagen, Kongelige Bibliotek, Thott 1511 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1572,1622,NA,NA,NA,NA,NA,NA,"Italy","Naples",NA
"1149","Vienna, Österreichische Nationalbibliothek, 15340","Vienna, Österreichische Nationalbibliothek",NA,235,178,"original",0,1340,1360,"290","218","current",40,"parchment","fragment",NA,NA,2
